식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
츄러스_오레오 스틱츄,5.21,11.24,50.52,13.59,325
츄러스_오레오 초코 링츄,1.71,11.1,56.95,16.59,356
츄러스_오리지널 롱츄,4.79,13.56,46.3,10.68,327
츄러스_오리지널 링츄,9.14,15.43,70,15.86,455
츄러스_쫀듸기,7,5.49,67.32,18.59,347
츄러스_초콜릿 스틱츄,5.56,15,52.18,16.16,366
츄러스_초콜릿 필링 롱츄,4.27,10.1,51.75,22.14,313
츄러스_츄러스,2.78,16.67,55.56,19.44,375
츄러스_츄러스 바바리안 크림,5.13,,,5.13,308
츄러스_츄로독,9.39,15.87,27.09,9.69,289
츄러스_치즈 스틱츄,5.21,12.49,49.95,12.97,334
츄러스_치즈 시즈닝 링츄,6.39,11.11,50.56,11.94,327
츄러스_컵츄볶이,7.47,10.06,38.1,8.35,273
츄러스_콘소메 스틱츄,5.36,12.4,50.83,13.49,320
츄러스_크리미 인절미 링츄,8.31,12.89,55.42,12.77,368
츄러스_크림치즈 필링 롱츄,5.51,18.06,50.41,13.27,387
츄러스_톡톡 슈팅스타 링츄,7.22,12.15,60.25,20,380
츄러스_흑임자 링츄,6.96,14.52,62.53,11.27,414
치아바타_갈릭 고르곤 치아바타,13.78,,,7.11,264
치아바타_감자 치아바타,9.17,,,2.5,233
치아바타_미니 치아바타,10,,,4,278
치아바타_시금치 치아바타,8.65,,,4.86,223
치아바타_올리브 치아바타,2.5,,,0.83,243
치아바타_콘치즈 치아바타,8.33,,,2.22,285
치아바타_페페로니 치아바타,10,,,3.91,243
치아바타_데일리 치아바타,7.5,,,5,244
치아바타_블랙올리브치즈 치아바타,7.57,6.49,45.95,3.24,276
치즈빵_깨알치즈감자볼,5.45,,,7.27,345
치즈빵_다시만난크림치즈,9.88,,,14.81,314
치즈빵_달콤한고르곤졸라,8.97,,,11.54,308
치즈빵_동글동글순치즈,8.49,,,18.87,392
치즈빵_먹물퐁당감자치즈,7.5,,,5.83,373
치즈빵_모짜렐라 치즈볼,10.71,,,14.29,321
치즈빵_모찌모찌치즈스틱,3,,,6.67,367
치즈빵_미니크림치즈호두빵 (8개입),10,,,10,333
치즈빵_미니크림치즈호두빵,9.44,,,10,328
치즈빵_미엘 고르곤졸라,2.29,,,10.29,285
치즈빵_빙빙크림치즈,8.89,,,5.56,342
치즈빵_쉑쉑모찌볼 어니언 (1개입),8.18,,,8.18,409
치즈빵_쉑쉑모찌볼 어니언 (3개입),3.03,,,9.09,409
치즈빵_쉑쉑모찌볼 어니언 (6개입),3.03,,,7.58,409
치즈빵_쉑쉑모찌볼 어니언 (9개입),7.07,,,8.08,414
치즈빵_양파치즈브레드,8.54,16.26,35.77,6.1,327
치즈빵_처음만난크림치즈,10,,,12,356
치즈빵_치즈 앤 치즈 블랑,10.95,,,4.29,246
치즈빵_치즈 퐁듀,4,,,8,316
치즈빵_치즈감자봉,6.32,,,7.37,353
치즈빵_치즈방앗간,5.77,,,9.62,308
치즈빵_치즈퐁듀,11.11,,,1.48,263
치즈빵_치즈 푸가스,11.2,10.4,46.3,2.4,324
치즈빵_카스타드화이트치즈볼 (3개입),4.44,,,13.89,336
치즈빵_카스타드화이트치즈볼 (4개입),4.58,,,13.75,338
치즈빵_카스타드화이트치즈볼 (5개입),4.67,,,14,337
치즈빵_카스타드화이트치즈볼,5,,,13.33,333
치즈빵_크랜베리애플크림치즈,6.1,,,10.98,299
치즈빵_크림치즈 살라망드,7.78,,,22.59,371
치즈빵_크림치즈월넛 브레드,9.58,,,10.78,377
치즈빵_크림치즈호두빵,9.44,,,10,328
치즈빵_트리플 치즈,10.7,,,3.26,266
치즈빵_파르메산,1.21,,,9.7,298
치즈빵_한조각씩크림치즈호두빵,10,,,7,367
치즈빵_햄치즈조리빵,8.57,,,10,350
치즈빵_화이트치즈볼 (1개입),5.71,,,14.29,357
치즈빵_화이트치즈볼 (2개입),4.29,,,14.29,364
치즈빵_화이트치즈볼 (3개입),4.76,,,14.29,362
치즈빵_화이트치즈볼 (4개입),5,,,14.29,364
치즈빵_화이트치즈볼 (5개입),5.14,,,14.29,363
치즈빵_후라잉치즈감자볼,3.45,,,6.9,336
치즈빵_고다치즈와 체다치즈를 넣은 롤치즈빵,9.63,9.63,47.41,6.67,311
치즈빵_고소짭짤 햄치즈브레드,10,12.5,35,3.75,294
치즈빵_미니호두아몬드크림치즈빵 (5개입),8.76,16.06,40.15,11.68,332
치즈빵_순진크림치즈빵,7.41,,,16.05,346
치즈빵_쫀득치즈스틱,2.5,16.67,46.67,6.67,350
치즈빵_쫀득치즈스틱 (3개입),2.22,17.78,47.78,7.78,356
치즈빵_톡톡콘치즈브레드,8.33,16.67,25,4.76,286
치즈빵_톡톡콘치즈브레드 (2개입),8.33,17.26,25,5.36,289
치즈빵_트리플치즈캐슈넛,10.49,9.09,41.96,4.9,294
치즈빵_트리플치즈캐슈넛&스위트콘크림치즈,8.77,10.96,33.77,6.14,270
치즈빵_호두아몬드크림치즈빵,8.76,16.06,40.15,11.68,332
카스텔라_민트초코 생크림 카스텔라,7.2,,,24.8,326
카스텔라_베리베리 카스텔라,6,,,6,341
카스텔라_부드러운 생크림 카스텔라,5.88,,,21.18,332
카스텔라_생크림 카스테라,10.83,,,35.83,386
카스텔라_생크림 카스테라,6.61,,,33.88,352
카스텔라_우리 흑米 카스텔라,8,,,20.5,315
카스텔라_우리米 카스텔라,7,,,25,305
카스텔라_우유크림 카스테라,33.33,,,8.33,352
카스텔라_촉촉한 쌀카스테라 녹차,6.67,,,43.33,294
카스텔라_촉촉한 쌀카스테라 플레인,6.67,,,42,309
카스텔라_카스테라구마,4.76,,,12.38,314
카스텔라_카스텔라우유스틱 브레드,7,,,19,284
카스텔라_큐브 라이스 카스텔라,7.5,,,40,323
카스텔라_폭신한 생크림 카스텔라,5.45,,,16.36,355
카스텔라_폭탄 카스테라,33.33,,,33.33,352
카스텔라_플레인 카스테라,4.23,,,30.28,368
카스텔라_후레쉬카스텔라,6,,,27,337
카스텔라_생크림 카스테라,6.67,,,33.33,352
카스텔라_생크림 카스텔라,5.36,20.54,35.71,21.43,349
카스텔라_우유생크림 카스테라,5.71,18.1,37.14,21.9,329
카스텔라_우유크림카스테라,6.67,,,33.33,352
케이크_11겹 작은 바움쿠헨 케이크,5.71,,,25.71,357
케이크_ITS 스윗콘 케이크,5.04,,,17.05,255
케이크_ITS 티라미수 케이크,4.17,,,12.08,295
케이크_The 촉촉 초콜릿 생크 림케이크,5.83,,,21.67,386
케이크_TWG밀크티파운드 케이크,4.35,,,24.64,370
케이크_가나슈초콜릿 케이크 (조각),4.44,26.67,41.11,11.11,350
케이크_갸또쇼콜라 케이크,4.64,,,24.36,349
케이크_고구마건포도롤 케이크,8,,,14,335
케이크_고구마무스 케이크,3.33,,,12.22,244
케이크_고구마밀크생크림 케이크,4.45,,,27.94,243
케이크_고구마반생크림반 케이크,3,12,25,10,220
케이크_고구마스틱 케이크,4.44,,,15.56,236
케이크_고구마 케이크 (조각),3.33,,,22.22,267
케이크_고구마 케이크 1호,3,,,24,280
케이크_고구마 케이크 3호,3,,,21,263
케이크_곰곰이너만생각해 케이크,4,,,16,295
케이크_귀여운 노랑치즈 케이크,6,,27.5,24.5,398
케이크_그뤼에르치즈무스 케이크,4.69,,,16.22,352
케이크_그린티 롤케이크,6.67,,,20.44,325
케이크_까망베르치즈 케이크 1호,5.83,,,25.17,267
케이크_까망베르치즈 케이크 2호,5.9,,,25.1,267
케이크_까망베르 케이크 (조각),5.33,,,24,321
케이크_너트 브라우니,5.88,25.88,48.24,41.18,449
케이크_녹차바스크치즈 케이크,5.26,,,21.05,363
케이크_녹차티라미수 케이크,3.96,,,5.94,289
케이크_뉴욕 치즈 케이크,4.72,,,19.81,347
케이크_뉴욕슈치즈 케이크 (조각),7.1,,,17.9,374
케이크_뉴욕치즈 케이크 (조각),8,,,18.67,353
케이크_뉴욕치즈 케이크,5.4,,,15.7,340
케이크_뉴욕치즈 케이크,4.62,,,20.77,257
케이크_뉴욕치즈 케이크 케이크 (조각),4.9,,,20.59,304
케이크_뉴욕치즈 케이크,4.76,,,18.79,317
케이크_다크초코 케이크,3.75,,,22.5,375
케이크_다크초콜릿 롤 케이크,4.55,,,24.55,242
케이크_다크초콜릿 케이크,3.75,15,,22.5,375
케이크_다크포레누아 케이크,5.22,7.57,,18.09,322
케이크_다크피칸브라우니,6,,,38,470
케이크_달콤 부드러운 호박고구마 케이크,3,,,12,250
케이크_달토끼의 당근 케이크,4.3,,,25,324
케이크_당근 치즈 케이크,4.64,,,23.84,317
케이크_당근 치즈 케이크,4.62,,,32.31,372
케이크_당근 현무암 케이크,3.81,,,30.48,290
케이크_당근 케이크 (조각),4.2,,,25,324
케이크_더 진한 캐롯 케이크 (조각),4.62,,,13.85,338
케이크_더 진한 캐롯 케이크 (홀),3.97,,,15.07,370
케이크_더블베리숲 치즈 케이크,6.96,,,23.48,378
케이크_더블치즈 케이크,7.78,,,20,311
케이크_더블퍼지 케이크,4.76,,,35.71,445
케이크_더스퀘어 고구마 케이크,4,,,9.33,210
케이크_더스퀘어 딸기요거트 케이크,2.5,,,17.5,206
케이크_더스퀘어 딸기우유생크림 케이크,2,,,11.33,183
케이크_더스퀘어 딸기초코생크림 케이크,2.86,,,12.86,271
케이크_더스퀘어 라떼아트 케이크,4.17,,,14.17,363
케이크_더스퀘어 순수(秀)우유 케이크,4.55,,,13.64,300
케이크_데블스 초코 케이크,5,,,26,425
케이크_돌체티라미수 케이크,4.62,,,22.31,274
케이크_듀얼 치즈 케이크,7.06,,,13.96,330
케이크_듬뿍생딸기생크림 케이크 (12CM),3,18,24,21,265
케이크_듬뿍생딸기생크림 케이크 (15CM),3,17,25,22,265
케이크_딸기 크레이프 케이크,2.86,,,9.52,223
케이크_딸기&치즈 케이크 (조각),4,18,25,13,275
케이크_딸기모찌 롤케이크,1.82,,,6.36,309
케이크_딸기생크림 케이크 (조각),3.42,,,23.08,261
케이크_딸기생크림 케이크 1호,2.95,,,18.51,245
케이크_딸기생크림 케이크 2호,2.73,,,19.31,240
케이크_딸기소보로컵 케이크,2.41,,,30.92,337
케이크_딸기쉬폰 케이크,5,,,21,348
케이크_딸기요거생크림 케이크 (조각),2.63,,,21.93,237
케이크_딸기요거생크림 케이크,2.9,,,20.31,237
케이크_딸기우유생크림 케이크 (조각),3.33,,,15,275
케이크_딸기크레이프 케이크,4.8,,,14.3,239
케이크_딸기티라미수 케이크,1.77,,,22.57,265
케이크_딸기포레누아 케이크,4.38,,33.13,18.75,311
케이크_떠먹는 유자 티라미수 케이크,3.5,,,12.3,274
케이크_떠먹는 커피쿠키 케이크,3.96,,,10.89,340
케이크_떠먹는 쿠키앤크림 케이크,2.97,,,14.85,271
케이크_떠먹는 티라미수 케이크,4.26,,,8.91,314
케이크_떠먹는 티라미수 케이크,2.67,,,21.33,263
케이크_떠먹는 티라미수 케이크,3.23,,,16.77,262
케이크_떠먹는고구마밀크생크림 케이크,4.4,,,26.37,250
케이크_떠먹는딸기레어치즈 케이크,4.29,,,20.86,279
케이크_떠먹는블루베리요거트생크림 케이크,3.24,,,17.84,265
케이크_떠먹는스트로베리초콜릿생크림 케이크,3.76,,,17.37,289
케이크_떠먹는아이스박스 케이크,3.68,,,16.84,339
케이크_떠먹는티라미수 케이크,6.6,,,22,319
케이크_떠먹는티라미수 케이크,4.86,,,15.28,299
케이크_라운드 쇼콜라 케이크,5.59,,,21.74,340
케이크_라즈베리 쇼콜라 케이크,4.8,,,32.8,428
케이크_레드벨벳 요거트 롤케이크,5.78,,,23.52,323
케이크_레드벨벳 크림치즈 케이크,3.2,,,28.8,408
케이크_레드벨벳 케이크 (조각),2.61,,,21.57,278
케이크_레드벨벳 케이크 (조각),4.26,,,24.11,379
케이크_레드벨벳 케이크 (홀),3.91,,,23.99,379
케이크_레드벨벳 케이크,4.1,,,23.3,418
케이크_레드벨벳 케이크,5,,,23.38,336
케이크_레드벨벳 케이크,5,,,30.83,303
케이크_레드벨벳 케이크,2.64,,,20.98,274
케이크_레드벨벳크림치즈 케이크 (조각),4.3,,,24.6,437
케이크_레몬 마스카포네 케이크,4.17,,,20.83,225
케이크_레몬 슈가 파운드 케이크,5.6,21.6,54.4,35.2,431
케이크_레몬 파운드 케이크,4,,,21.6,404
케이크_레몬치즈 케이크 (조각),6.88,,,18.13,375
케이크_레이어 초코 케이크,4.35,,,15.22,364
케이크_레인보우 케이크 (조각),4.6,,,20.5,316
케이크_리모네 케이크 (조각),3.36,,,17.65,303
케이크_리모네 케이크 (홀),3,,,19.48,290
케이크_리얼브라우니,4.29,,,28.57,321
케이크_리얼생크림 케이크 2호,3.13,,,18.6,250
케이크_리치 가나슈 케이크,6.06,,,24.24,333
케이크_마스카포네 생크림 믹스드베리 케이크,2.53,,,24.46,233
케이크_마스카포네 티라미수 케이크,4.71,,,16.47,280
케이크_마스카포네 티라미수 케이크,5.38,,,2.31,315
케이크_마스카포네 티라미수 케이크,4.95,,,21.78,224
케이크_마스카포네생크림 케이크 자몽/오렌지,1.94,,,6.85,231
케이크_마스카포네티라미수 케이크,5.51,,,15.25,286
케이크_마이투썸하트 케이크,4.82,,,22.48,299
케이크_마카롱 케이크,5.1,,,26.7,336
케이크_말렌카 케이크 월넛,6.5,20,47,36,394
케이크_말렌카 케이크 코코아,6.7,21,48,36,408
케이크_말차갸또 케이크,5,,45,24.17,398
케이크_맛있는딸기 롤케이크,5.56,,,24.44,341
케이크_맛있는 롤케이크,5.56,,,24.44,351
케이크_맛있는초코 롤케이크,6.67,,,23.33,356
케이크_멘지락 쑥팥 생크림 케이크,5,,,23,295
케이크_모어댄쿠키앤크림 케이크 1호,1.7,,,21.93,243
케이크_모카케이크 2호,4,,,27,426
케이크_몽쉘 케이크,5.25,,,25.74,380
케이크_미니소프트 딸기치즈 케이크,5,,,27.5,330
케이크_미니소프트 바나나치즈 케이크,5,,,30,325
케이크_미니쌀보리찜 케이크,5,,,25,300
케이크_미니쌀쑥찜 케이크,4.44,,,20,280
케이크_미니쌀옥수수찜 케이크,4.44,,,20,269
케이크_믹스드베리초콜릿생크림 케이크,3.94,,,19.21,248
케이크_민트초코티라미수 케이크,3.53,,,23.46,362
케이크_밀크 크레이프 케이크,3,,,7,225
케이크_밀크 크레이프 케이크,3,,,7,225
케이크_밀크레이프 케이크,7.9,,,12.4,288
케이크_밀크레이프 케이크,7.88,,,12.38,288
케이크_밀크생크림초콜릿수플레 케이크 (조각),4.55,,,19.7,295
케이크_밀크생크림초콜릿수플레 케이크,4.96,,,18.6,288
케이크_밀크티갸또 케이크,5,,50,26.67,378
케이크_밀키프로마쥬무스 딸기 케이크 (조각),5.16,,,16.77,300
케이크_밀키프로마쥬무스 케이크 딸기,4.68,,,14.66,267
케이크_밀키프로마쥬무스 케이크 믹스드베리,4.67,,,16.46,274
케이크_밀키프로마쥬무스 케이크 청포도,4.48,,,15.92,261
케이크_밀키프로마쥬무스 케이크 체리,4.8,,,14.03,277
케이크_바스크 치즈 케이크,5.3,,,16.56,352
케이크_바스크치즈 케이크,8,,,29,328
케이크_바스크치즈 케이크,2,,,8,119
케이크_백년초콜릿 크런치 케이크,3.33,,,33.33,475
케이크_버터파운드 케이크,5,,,26.25,426
케이크_번트 치즈 케이크,5.5,,,29.5,413
케이크_번트치즈 케이크,5.5,,30,17,312
케이크_베리치즈브라우니,6,,,28,420
케이크_벨지안가나슈 케이크 (조각),6.71,,,36.91,527
케이크_벨지안멜팅가니슈 케이크,4.37,,,25.67,372
케이크_봄이쑥절미생크림 케이크,5.1,,,20.4,288
케이크_부드러운 백설기찜 케이크,5,,,35,259
케이크_부드러운 쑥찜 케이크,5,,,21,267
케이크_부드러운 쿠키 앤 크림 케이크,4.26,,,17.73,212
케이크_부드러운 티라미수 롤케이크,5.93,,,25.93,328
케이크_부드러운그린티쉬폰 케이크 2호,3.86,,,17.69,305
케이크_부드러운블루베리쉬폰 케이크 2호,3.75,,,25.19,302
케이크_브라우니,10,,,55.56,488
케이크_브라우니,7.5,,,40,520
케이크_블라썸그릭요거트무스 케이크,3.86,,,20.56,268
케이크_블랙 롤케이크,5.77,,,19.23,365
케이크_블랙쿠키 치즈 케이크 (조각),5.45,,,15.45,336
케이크_블랙쿠키 치즈 케이크 (홀),5.94,,,16.04,335
케이크_블랙쿠키 케이크,4.12,,,8.35,304
케이크_블랙포레스트 케이크 (조각),4.44,22.22,25.56,12.22,311
케이크_블레싱 레드베리 미니 케이크,3.53,,,12.94,203
케이크_블레싱 초코베리 미니 케이크,4.12,,,13.53,226
케이크_블레싱레드베리 케이크,4,,,12,195
케이크_블레싱초코베리 케이크,4,16,19,13,240
케이크_블루베리 요거트 케이크,2.22,,,25.56,261
케이크_블루베리 요거트 케이크,2.22,,,25.56,261
케이크_블루베리 치즈 스틱 케이크,6.67,,,17.78,344
케이크_블루베리 쿠키 치즈 케이크 (조각),5,,,26.15,379
케이크_블루베리 쿠키 치즈 케이크,4,,,27,390
케이크_블루베리 크레이프 케이크,2.86,,,9.52,225
케이크_블루베리 크림치즈 케이크,4.65,,,24.42,281
케이크_블루베리 롤케이크,6,,,29,321
케이크_블루베리쉬폰 케이크,5,,,22,348
케이크_블루베리쉬폰 케이크,3.11,,,17.53,236
케이크_블루베리스틱 케이크,6.67,,,8.89,271
케이크_블루베리요거트 케이크,4,21,23,15,295
케이크_블루베리요거트팡도르,3.78,,,21.62,376
케이크_빅토리아 케이크,4.6,24.9,44.2,19.6,419
케이크_쁘띠 까망베르 치즈 케이크,6,,,18.67,305
케이크_쁘띠복숭아 케이크,6.29,,,21.68,259
케이크_상큼한 유자 케이크,3.48,,32.17,20.87,324
케이크_새코롬 돌코롬 한라봉 케이크,5,,,35.83,317
케이크_새콤달콤후르츠파운드 케이크,4.64,,,20.36,360
케이크_생딸기요거트 케이크,4,17,25,14,265
케이크_생딸기치즈 케이크,3,18,18,11,250
케이크_생크림 카스텔라 케이크,5.58,4.58,,17.33,303
케이크_생크림 롤케이크 플레인,4.7,,,26.6,308
케이크_생크림바스크치즈 케이크,5.08,,,15.87,311
케이크_생크림소프트쉬폰 케이크,21.95,,,14.23,378
케이크_생크림 케이크 1호A,3.2,,,15.8,262
케이크_생크림 케이크 1호B,4.57,,,19.57,292
케이크_생크림 케이크 2호A,4.45,,,18.78,278
케이크_생크림 케이크 2호B,4.49,,,19.2,288
케이크_생크림 케이크 3호A,4.32,,,18.81,279
케이크_생크림 케이크 3호B,4.5,,,18.9,289
케이크_생크림 케이크 4호A,4.32,,,18.25,264
케이크_생크림 케이크 4호B,3.94,,,17.67,262
케이크_생크림 케이크 5호A,3.78,,,16.82,251
케이크_생크림 케이크 5호B,3.93,,,17.04,261
케이크_생크림 케이크 6호A,3.91,,,15.65,256
케이크_생크림 케이크 6호B,3.9,,,16.98,252
케이크_세븐 레이어 가나슈 케이크 (조각),5,,,27.14,413
케이크_세븐 레이어 가나슈 케이크,6,,,27,433
케이크_세븐컬러스 조각 케이크,5,22,27,15,320
케이크_소프트쁘띠파운드 케이크 (10입),6,,,28,461
케이크_쇼콜라 그라데이션 케이크,5.22,,31.3,20.87,349
케이크_쇼콜라 로쉐 케이크,3,,,14,338
케이크_쇼콜라 크레이프 케이크,3,,,14,338
케이크_쇼콜라가나슈생크림 케이크,4.2,,,22.63,351
케이크_쇼콜라 롤케이크,3,,,22,330
케이크_수플레 치즈 케이크 (조각),5.49,,,19.78,313
케이크_수플레 치즈 케이크 (홀),5.99,,,20,315
케이크_수플레 치즈 케이크,5.88,,,23.53,282
케이크_수플레 치즈 케이크,7.27,,,17.27,327
케이크_수플레 치즈케이크,6.35,,,8.12,369
케이크_수플레 치즈 케이크,7.06,,,22,290
케이크_수플레치즈 케이크,7.06,15.29,,21.18,359
케이크_수플레치즈 케이크,5.88,,,23.53,274
케이크_순 우유 화이트 롤 케이크,6.09,,,16.96,310
케이크_순 우유&초코 하프앤 하프 롤 케이크,5.63,,,13.96,361
케이크_순매직딸기 케이크,2.35,,,13.8,251
케이크_순매직베리 케이크,3.47,,,18.74,292
케이크_순우유 허니 케이크,5.14,,,,310
케이크_순우유딸기무스 케이크,3.88,,,20.69,254
케이크_쉬폰에반하다 케이크 딸기,5,,,21,339
케이크_쉬폰에반하다 케이크 블루베리,4,,,20,309
케이크_쉬폰에반하다 케이크 초코,5,,,24,348
케이크_쉬폰에반하다 케이크 화이트,4,,,23,339
케이크_슈크림 가득 바움쿠헨 케이크,4.09,,,25.15,330
케이크_스노우화이트치즈 케이크,7,,,15,350
케이크_스모키 번트 치즈 케이크,5.71,,24.29,15,341
케이크_스윗밀크 롤 케이크,5.26,,,24.21,232
케이크_스윗크레이프 케이크,4,,,20,266
케이크_스트로베리 바닐라스푼 케이크,4,,34.86,23.43,313
케이크_스트로베리서프라이즈 케이크,3,19,22,13,275
케이크_스트로베리 요거트 케이크,4.44,,36.67,21.11,292
케이크_스트로베리리치생크림 케이크,2.98,,,19.67,263
케이크_스트로베리마스카포네티라미수 케이크,3.63,,,17.82,271
케이크_스트로베리초코 케이크,4.38,10.05,,18.11,312
케이크_스트로베리초콜릿생크림 케이크,3.58,,,15.29,215
케이크_스트로베리포레누아 케이크,4.19,8.75,,18.44,311
케이크_스틱 치즈 케이크,8,18,30,18,320
케이크_스틱 케이크 레드벨벳,5.26,,,13.16,397
케이크_스틱 케이크 초콜릿,5.26,,,31.58,529
케이크_시그니처 듀얼 케이크,6.59,,,19.44,371
케이크_시카고치즈 케이크 2호,8.3,,,20.8,372
케이크_시카도치즈 케이크 3호,8.33,,,20.76,372
케이크_실키 롤케이크,6,,,29,339
케이크_아메리칸 치즈 케이크,6.16,,,19.18,373
케이크_애플 시나몬 치즈 케이크,4,,,22,316
케이크_얼그레이 샌드케이크,4.62,,,13.85,338
케이크_얼그레이 쉬폰 케이크,3.61,,,19.28,301
케이크_얼그레이쇼콜라타르트 케이크,4.9,,,20.6,386
케이크_얼그레이 케이크 (조각),5.1,,,20.3,389
케이크_얼그레이티라미수 케이크,4,,,30,314
케이크_얼그레이화이트타르트 케이크,4.9,,,22.4,394
케이크_오 마이 초코 케이크 (조각),4.35,,,15.94,279
케이크_오 마이 초코 케이크 (홀),2.95,,,13.99,190
케이크_오레오 크림치즈 케이크,3.64,,,23.64,304
케이크_오레오티라미수 케이크,3.96,,,9.91,305
케이크_오렌지쇼콜라파운드 케이크,4.55,,,30.68,358
케이크_오리지널 티라미수 케이크 (홀),3.96,,,12.87,297
케이크_오리지널 티라미수 케이크,6.04,,,9.01,307
케이크_오색 치즈 크림 케이크,3.96,,,13.86,317
케이크_오해피복숭아 케이크,4.55,,,24.63,287
케이크_요거생크림 케이크 1호,2.96,,,18.06,216
케이크_요거생크림 케이크 2호,2.93,,,16.12,199
케이크_요거생크림 케이크 3호,3.09,,,18.24,214
케이크_요거하트 케이크,3.78,,,20.96,250
케이크_용감한쿠키카라멜마스카포네생크림 케이크,4.03,,,19.96,333
케이크_우리당근 케이크 (미니),4,,,16,364
케이크_우리쌀베리무스 케이크,4.19,,,16.78,256
케이크_우유 고구마케이크,5.22,,28.7,17.39,312
케이크_우유가득생크림 케이크 1호,3,17,21,13,250
케이크_우유가득생크림 케이크 2호,4,17,21,13,250
케이크_우유듬뿍생크림 케이크(블라썸) 1호,4,18,20,14,260
케이크_우유듬뿍생크림 케이크(블라썸) 2호,4,17,21,15,255
케이크_우유듬뿍생크림 케이크(블라썸) 3호,4,18,21,15,265
케이크_우유듬뿍생크림 케이크(선샤인) 1호,3,18,21,15,260
케이크_우유듬뿍생크림 케이크(선샤인) 2호,4,18,21,15,260
케이크_우유듬뿍생크림 케이크(선샤인) 3호,4,18,22,15,265
케이크_우유듬뿍생크림 케이크(선샤인) 6호,4,19,21,15,270
케이크_우유퐁당생크림 케이크 1호,4,19,23,13,270
케이크_우유퐁당생크림 케이크 2호,4,19,24,14,275
케이크_유메이크리스마일(바닐라초콜릿카라멜무스) 케이크,4.39,,,18.28,283
케이크_유메이크미스마일(바닐라초콜릿카라멜무스) 케이크 (조각),4.65,,,21.71,298
케이크_유자 파운드 케이크,4.69,,,26.56,375
케이크_이디야 티라미수 케이크,2,,,12,130
케이크_인절미티라미수 케이크,5.21,,,7.78,265
케이크_장미요거생크림 케이크 1호,4.35,,,22.12,284
케이크_제주 녹차 생크림 롤케이크,5.45,,,34.55,332
케이크_제주 땅콩 생크림 롤케이크,4.85,,,30.91,345
케이크_진한 마스카포네 티라미스 케이크,4.83,,,17.24,299
케이크_진한우유생크림 케이크 1호,3.08,,,16.4,250
케이크_진한우유생크림 케이크 2호,3.04,,,17.04,249
케이크_진한초코퍼지 케이크,5,,,19,415
케이크_진한치즈 케이크 2호,7,,,20,344
케이크_청담스타 얼 그레이 밀크 케이크,4,,,20,310
케이크_청담스타 오 허니 케이크,5,,,28,348
케이크_청순 밀크 샌드 케이크,4.44,,,17.78,311
케이크_초코 티라미수 케이크,5.56,,,16.67,333
케이크_초코모찌 롤케이크,4.55,,,18.18,290
케이크_초코무스 케이크,6.24,,,19.8,373
케이크_초코무스케이크,6.78,,,11.22,348
케이크_초코무스 케이크,3.53,,,23.53,320
케이크_초코미니 롤,6,,,19,318
케이크_초코바스크치즈 케이크,5.26,,,21.05,363
케이크_초코생크림 케이크 1호,3.96,,,16.76,273
케이크_초코생크림 케이크 2호,4.2,,,17.3,276
케이크_초코생크림 케이크 3호,4.48,,,17.15,287
케이크_초코쉬폰 케이크,4.71,,,19,320
케이크_초코스틱 케이크,6.67,,,20,324
케이크_초코 케이크 (조각),5.88,,,27.06,376
케이크_초코코팅 케이크 2호,5,,,30,434
케이크_초코크런치생크림 케이크 1호,5,,,26,319
케이크_초코크레이프 케이크,7.4,,,13.2,355
케이크_초코티라미수 케이크,4.71,,,21.18,322
케이크_초코파운드 케이크,5,,,26.25,419
케이크_초콜릿듬뿍이파운드 케이크,5.53,,,39.57,443
케이크_초콜릿머드 케이크 (조각),2.9,,,17.6,419
케이크_초콜릿무스 케이크,4.75,,,17.92,370
케이크_촉촉한미니치즈 케이크,7.5,,,30,360
케이크_쵸코 무스 케이크,3.53,,,23.53,311
케이크_쵸코 티라미수 케이크,4.71,,,21.18,319
케이크_치즈스틱 케이크,4.44,,,15.56,236
케이크_치즈 케이크,6.92,,,19.89,299
케이크_치즈 케이크,7.06,,,21.18,359
케이크_치즈타르트바움쿠헨 케이크,7.4,,,30.2,376
케이크_카라멜크레이프 케이크,6.7,,,15.4,277
케이크_칸탈로프 케이크 (조각),3.52,,,14.98,291
케이크_칸탈로프 케이크 (홀),3.04,,,13.07,291
케이크_캐롯 케이크,5.5,7.5,,15,283
케이크_케이크속에순우유 케이크 (조각),4.23,,,21.13,289
케이크_케이크속에순우유 케이크,5.51,,,26.06,334
케이크_콩티라미수 케이크,8.33,,,20.83,296
케이크_콰트로 치즈 파운드 케이크,6.25,,,25,406
케이크_쿠키 앤 크림 스틱 치즈 케이크,8,20,34,20,350
케이크_쿠키앤크림 아이스박스 케이크,2.63,,25.79,13.68,395
케이크_쿠키앤크림 케이크,2.48,,,18.63,336
케이크_쿨내진동 민트초코 케이크,4,,,30,385
케이크_퀀즈캐롯 케이크 (조각),3.91,,,20.11,321
케이크_퀀즈캐롯 케이크,4.47,,,21.14,318
케이크_크런치 다크 초코 롤 케이크,6.07,,,11.96,403
케이크_크런치 쿠키 마스카포네 케이크,5.45,,,16.36,372
케이크_크레이프 에멘탈 치즈 케이크,5,,,18,330
케이크_크림치즈 브리오슈 보스톡 케이크,5.6,,,20,404
케이크_클라우드 치즈 케이크,6.67,,,20,443
케이크_클래식 치즈 케이크 (조각),6.67,20,24.44,20,306
