식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
지리탕_복,6.95,0.45,1.72,0.23,39
초당순두부,5.46,3.24,1.76,0.1,58
해장국_뼈다귀,7.46,3.57,2.34,0.57,71
해장국_선지,4.93,0.54,1.67,0.39,31
해장국_우거지,1.98,0.98,2.25,0.42,26
홍합탕_홍합만,3.68,0.57,2.28,0,29
황태해장국,4.08,1.13,0.95,0.25,30
무국물,0.16,0,0.55,0.36,3
고등어찌개,8.15,5.62,4.27,1.23,100
곱창전골_간편조리세트_대한곱창 곱창전골,5.79,9.11,8.65,1.08,140
곱창전골_간편조리세트_소곱창순대전골,3.95,2.82,8.36,1.98,75
곱창전골_소고기,6.93,4.55,4.87,0.38,88
김치찌개,3.77,3.75,2.98,0.76,61
김치찌개_김치만,1.55,3.09,2.95,1.3,46
김치찌개_햄,3.7,3.47,4.23,1.2,63
꽁치찌개,8,7.77,4.07,1.97,118
꽃게탕_간편조리세트_3마리꽃게탕,2.58,0.62,2.47,1.14,26
나베_간편조리세트_통등심가스나베,5.41,9.52,15.71,3.53,170
낙지전골_간편조리세트_낙곱새,5.47,1.64,12.88,3.19,88
돼지고기찌개_간편조리세트_돼지고기 짜글이,10.46,4.64,6.04,4.68,108
돼지고기찌개_간편조리세트_돼지고기고추장찌개,4.32,1.13,5.28,2.57,49
된장찌개_간편조리세트_고깃집 된장찌개,7.71,6.33,5.44,1.73,110
된장찌개_간편조리세트_구수한 버섯된장찌개,1.79,0.4,3.88,2.16,26
된장찌개_우렁_강된장,7.28,4.74,16.09,8.82,136
두부전골,5.12,3.22,3.42,0.7,63
두부찌개_새우젓,5.4,2.7,2.4,0.57,55
마라탕_간편조리세트_마라탕,4.64,5.15,5.72,1.92,88
마라탕,3.91,3.27,5.1,0.26,66
만두전골_간편조리세트_얼큰왕만두전골,2.67,2.07,11.35,1.58,75
만두전골,3.61,2.23,5.55,0.7,57
매운탕_광어,9.74,2.77,1.52,0.24,70
매운탕_대구,9.56,1.2,2.81,0.18,60
매운탕_메기,4.77,1.7,8.1,0.95,67
매운탕_서더리,4.02,1.27,0.63,0,30
매운탕_아귀,6.85,0.71,2.32,0.52,43
매운탕_우럭,8.69,2.84,1.87,0.18,68
매운탕_조기,5.85,3.23,2.88,0.72,64
매운탕_짱뚱어,1.92,1.42,2.77,0.4,31
밀푀유나베_간편조리세트_매콤 밀푀유나베,4.13,3.11,2.52,1.5,55
밀푀유나베_간편조리세트_밀푀유나베,3.45,1.64,1.8,1.36,36
밀푀유나베_간편조리세트_밀푀유나베,3.66,1.17,3.83,2,41
밀푀유나베_간편조리세트_밀푀유나베,3.53,1.02,5.94,2.63,47
버섯전골_간편조리세트_남도식 들깨 버섯전골,2.14,1.5,4.54,0.95,40
버섯찌개,3.68,1.3,3.85,1.1,42
부대찌개_간편조리세트_오뎅식당 부대찌개,6.27,10.31,6.77,1.26,145
부대찌개_간편조리세트_의정부식부대찌개,3.36,5.55,10.7,1.26,106
부대찌개_간편조리세트_햄듬뿍부대찌개,4.87,4.46,8.62,1.57,94
부대찌개,3.07,3.1,6.62,1.03,67
불고기전골_간편조리세트_서울식 소불고기전골,5.96,4.34,10.38,5.3,104
불고기전골_간편조리세트_서울식 육수불고기,6.73,2.06,12.54,4.05,96
불고기전골_간편조리세트_서울식불고기전골,3.74,0.7,4.91,1.95,41
불고기전골_간편조리세트_서울식불고기전골,6.5,5.37,9.83,5.37,114
불낙전골_간편조리세트_이게불낙이야,6.6,1.75,5.32,0.53,63
샤브샤브_간편조리세트_소고기 샤브샤브,2.71,1.26,2.99,2.36,34
샤브샤브_간편조리세트_소고기스키야키,6.23,1.78,8.65,3.67,76
샤브샤브_간편조리세트_일호식 스키야키,3.36,2.6,3.64,2.38,51
샤브샤브_소고기,4.85,1.63,2.45,0.4,44
소고기전골_간편조리세트_어복쟁반,3.39,1.96,1.41,0.42,37
소고기전골_간편조리세트_파빌리온 얼큰 소고기 전골,4.4,4.94,2.69,0.66,73
소고기전골_간편조리세트_평양식 어복쟁반,7.02,2.94,5.35,0.61,76
순두부찌개_간편조리세트_강릉식 짬뽕 순두부,3.78,1.74,2.78,1.04,42
순두부찌개_간편조리세트_우삼겹 순두부찌개,3.54,2.09,2.44,1.2,43
순두부찌개_간편조리세트_우삼겹 순두부찌개,3.75,2.16,3.08,2.51,47
순두부찌개_간편조리세트_짬뽕순두부찌개,3.82,2.52,3.2,0.7,51
순두부찌개_간편조리세트_해물짬뽕순두부,3.31,2.81,3.53,1.27,53
청국장찌개_간편조리세트_영월식 청국장,6.09,3.13,5.38,1.4,74
청국장찌개_간편조리세트_우삼겹 청국장찌개,5.58,4.88,3.32,0.88,80
청국장찌개_두부_채소,6.32,4.63,2.94,1.95,79
추어탕,2.27,1.32,2.68,0,32
해물탕_간편조리세트_바다를 품은 해물탕,4.11,0.96,2.02,0.86,33
해물탕,6.63,0.78,2.77,0.13,45
해신탕,7.93,1.88,2.03,0.41,57
호박찌개,1.87,0.87,4.07,1.93,32
훠궈_소고기,4.81,5.11,6.83,1.13,93
갈비찜_고춧가루,20.43,6.57,7.9,3.57,172
갈비찜_소고기,19.94,10.78,5.26,1.73,198
김치찜_간편조리세트_돼지고기 김치찜,10.14,3.67,5.75,2.84,97
김치찜_간편조리세트_돼지고기 묵은지찜,4.9,2.26,2.99,0.71,52
깻잎찜,3.96,4.6,13.6,6.5,112
꼬막무침,8.34,4.72,7.69,4.28,107
꼬막찜_참꼬막,15.59,3.13,5.74,0,113
달걀찜_달걀만,9.01,7.5,1.03,0.81,108
달걀찜_채소,4.76,5.77,4.46,0,89
닭찜_간편조리세트_안동식 찜닭,7.22,3.32,19.38,6.23,136
닭찜_안동찜닭,7.61,2.59,9.3,4.45,91
대구찜,10.34,1.58,4.94,1.14,75
동태찜,10.18,1.94,5.16,1.14,79
동파육,8.99,15.41,4.15,0.74,191
돼지갈비찜_간편조리세트_국내산순살돼지갈비찜,10.12,4.91,8.8,6.11,120
돼지고기_간,29.36,4.44,1.56,0.2,164
돼지고기_머리고기,21.2,26,1.75,0.05,325
돼지고기_허파,17.27,2.41,0.02,0,91
돼지등갈비찜,16.02,10.93,12.76,5.36,214
북어찜,18.73,3.8,12,4.27,157
붕어찜,4.94,3.35,6.51,1.47,76
수란_중탕,12.3,11.7,0.2,,145
순대,6.52,8.55,19.45,1.17,181
아귀찜_간편조리세트_쫀득쫀득아귀찜,6.68,2.79,6.37,1.67,77
아귀찜,12.08,1.33,4.37,0.17,78
오징어순대,13.06,1.6,16.66,0.11,133
조기찜,20.06,10.59,1.64,0,182
족발,28.91,11.65,0,0.28,220
해물찜_간편조리세트_낙지한마리해물찜,6.63,3.53,7.52,6.3,88
해물찜_간편조리세트_백합&바지락통찜,3.31,0.95,6.85,2.14,49
해물찜,8.52,1.96,7.08,1.1,80
가자미구이,22.61,6.42,0.76,0.58,151
갈매기살구이_돼지고기,26.98,22.6,0.28,0,312
갈비구이_돼지고기,19.58,21.39,5.78,5.7,294
갈비구이_소고기,20.94,21.81,7.13,6.69,309
갈비구이_소고기_양념,20.03,23.87,8.73,4.63,330
갈비구이_왕갈비_양념,18.07,23.53,9.13,4.53,321
갈치구이_기름,22.12,13.04,0.83,0,209
꼬치구이_닭고기,16.52,12.24,19.07,4.5,252
꿩불고기,6.7,1.7,7.94,3.38,74
대창구이_소고기,9.11,60.25,4.05,1.13,595
더덕구이,3.1,5.2,31.1,11.6,184
돼지갈비구이_간장,19.5,14.4,8.1,4.5,240
돼지껍데기구이,23.74,26.64,3.37,3.42,348
돼지불고기_간편조리세트_기사식당 돼지불고기,10.25,9.08,8.08,5.52,155
돼지불고기_간편조리세트_대파고추장불고기,11.79,7.66,12.17,9.87,165
돼지불고기_간편조리세트_매콤 콩나물불고기,10.62,10.31,13.82,4.71,191
돼지불고기_삼겹살_오징어,12.8,9.95,10.25,3.8,182
막창구이_소고기,15.34,32.73,0.4,1.36,358
소불고기,10.33,13.1,6.73,3.34,186
스테이크_간편조리세트_그레이프 소스 스테이크,11.09,8.36,8.47,4.52,153
스테이크_간편조리세트_뉴욕스테이크&크림뇨끼,8.71,8.79,15.39,1.86,176
스테이크_간편조리세트_부채살 찹스테이크,11.08,12.04,5.94,4.16,176
스테이크_간편조리세트_블랙라벨 스테이크 부채살,13.1,8.86,5.73,3.38,155
스테이크_간편조리세트_비프찹스테이크,7.76,9.66,7.22,5.81,147
스테이크_간편조리세트_시그니처 스테이크 부채살,11.42,7.12,7.52,6,140
스테이크_간편조리세트_시그니처찹스테이크,10.5,6.21,7.92,6.4,130
스테이크_간편조리세트_파빌리온 양갈비 스테이크,9.46,6.8,13.07,6.47,151
스테이크_간편조리세트_프라임스테이크 부채살,10.77,13.41,5.63,2.21,186
연어구이,24.78,14.94,0.2,0.55,234
오겹살구이_돼지고기,20.18,35.14,2.72,0.72,408
임연수구이,21.52,11.76,1.4,0,198
장어구이_붕장어_소금,26,16.2,11.6,0.4,297
장어구이_양념,20.51,20.37,5.87,2.79,289
차돌박이구이_소고기,17.94,45.69,1.31,0.33,488
콘치즈구이,9.51,12.85,17.56,7.31,224
함박스테이크_간편조리세트_더블체다 함박스테이크,9.9,10.46,13.88,4.64,189
함박스테이크,13.48,14.82,10.38,2.67,229
황태구이,23.9,7.7,13.45,7.1,219
훈제오리,17.22,25.63,4.83,0.11,319
훈제오리,26.85,15.16,3.86,0.41,259
고추전,8.61,11.48,11.34,1.45,183
굴전,10.6,10.5,14.5,1.3,195
깻잎전,11.82,17.18,9.7,0.71,241
꼬치구치_낙지,16.43,1.59,3.53,0,94
녹두빈대떡,7.94,10.27,20.93,0.1,208
달걀말이_달걀만,13.3,15.31,4.83,0.4,210
달걀말이_채소,11.15,13.31,4.62,1.29,183
동태전,16.48,11.63,6.11,0.26,195
두부부침,12.13,9.4,2.69,0.33,144
두부전,13.64,10.58,5,0.02,170
미나리전,3.49,5.08,22.82,1.16,151
배추전,3.44,5.78,23.68,3.35,160
버섯전,7.02,9.91,10.8,1.83,160
새우전,9.99,11.33,11.57,1.87,188
생선전_가자미,17.17,7.38,4.61,0.2,154
생선전_동태,15.09,10.03,7.02,0.15,179
소고기산적,24.2,12.78,3.67,0,227
소라산적,22.4,3.14,8.06,1.06,150
스크램블드에그,9.99,10.98,1.61,1.39,149
오징어산적,21.72,2.47,4.5,1.14,127
완자전_소고기(동그랑땡/육원전),13.08,13.33,8.45,0.65,206
채소전,5.4,9.5,21.6,2.4,194
파전,4.56,9.35,23.2,0.52,195
해물파전_간편조리세트_모둠해물파전,6.81,12.09,17.29,2.02,205
햄부침,11.3,17.1,11.3,1,244
호박전,4.32,8.73,10.73,1.9,139
홍합산적,22.23,6,13.22,4.17,196
화양적,9.05,9.85,14.23,0.81,182
감바스_간편조리세트_감바스 알 아히요,11.48,11.38,19,1.46,224
감바스_간편조리세트_감바스 알 아히요,6.54,22.52,18.56,1.42,303
감바스_간편조리세트_감바스 알 아히요,8.41,32.85,13.79,1.82,384
감자볶음_감자만,1.9,6.86,16.18,1.44,134
고추잡채_간편조리세트_고추잡채 꽃빵키트,6.76,5.62,22.5,4.77,168
곱창볶음_돼지껍데기,17.2,11.13,16.33,3.67,235
김치볶음_김치만,2.63,10.35,7.17,2.99,132
느타리버섯볶음,3.61,4.66,7.69,3.24,87
닭모래집볶음,28.11,5.8,2.82,2.73,176
닭볶음(닭갈비)_간편조리세트_모짜렐라 치즈 닭갈비,11.59,5.41,13.82,6.51,150
닭볶음(닭갈비)_간편조리세트_치즈 품은 닭갈비,9.5,5.62,17.96,4.45,160
닭볶음(닭갈비)_간편조리세트_치즈이불 닭갈비,11.4,6.48,14.49,6.07,162
닭볶음(닭갈비),11.48,6.45,11.23,5.3,149
돼지고기볶음_간편조리세트_돼지고기 숙주 볶음,7.46,8.78,9.05,5.96,145
돼지고기볶음,11.48,10.33,9.11,4.1,175
두부김치,7.79,6.85,5.63,0.59,115
떡볶이_간편조리세트_달콤짭짤 궁중식 떡볶이,5.27,5.54,24,4.75,167
떡볶이_간편조리세트_떡볶이 보통맛,3.9,4.36,26.45,7,161
떡볶이_간편조리세트_소불고기궁중떡볶이,5.46,1.7,20.2,5.63,118
떡볶이_간편조리세트_호로록 로제 떡볶이,4.37,5.1,30.25,4.12,184
떡볶이_치즈,5.54,2.69,29.31,5.76,164
마파두부_간편조리세트_백리향 마파두부,7.42,9,4.62,2.02,129
머위나물볶음,2.33,4.67,5.07,1.2,72
멸치볶음_풋고추,23.25,11.2,17.03,7.15,262
미역줄기볶음,1.03,7.84,3.65,1.12,89
버섯볶음_양송이버섯,3,5.53,7.33,0.8,91
버섯볶음_표고버섯,3,4.47,10.53,1.73,95
소고기볶음_간편조리세트_차돌박이숙주볶음,7.3,15.35,6.38,0.98,193
소시지볶음,9.4,14.95,15.9,4.45,236
순대볶음_간편조리세트_매콤 깻잎 순대볶음,2.89,7.12,22.51,3.71,166
순대볶음_간편조리세트_신림동 백순대볶음,4.56,11.98,21.08,2.89,210
순대볶음_간편조리세트_신림동 백순대볶음,2.9,4.99,23.43,2.86,150
순대볶음,5.18,5.33,19.18,1.35,146
순대볶음_백순대,3.62,10.23,22.45,1.69,196
오징어볶음,10.28,4.38,9.84,4.55,120
오징어채볶음,22.04,7.57,29.77,20.03,275
잔멸치볶음,34.97,8.97,27.43,14.89,330
잡채_간편조리세트_소고기 버섯 잡채,2.18,1.8,19.97,6.44,105
잡채_간편조리세트_소고기 버섯 잡채,2.74,5.9,22.13,2,153
잡채_고추,5.5,6.01,13.09,1.05,128
주꾸미볶음,9.16,2.6,11.41,2.53,106
주꾸미삼겹살,10.11,8.66,10.66,5.41,161
해물볶음,9.55,3.83,8.05,1.85,105
가자미조림,12.37,2.37,7.17,3.5,99
고등어조림,8.36,6.07,4.9,3.73,108
고추조림,3.3,4.9,13.4,7.1,111
닭볶음탕_간편조리세트_곱도리탕,6.66,4.21,10.62,4.29,107
동태조림,16.32,1.88,6.96,4.08,110
북어조림,20.83,3.33,17.14,8.2,182
연근조림,2.1,1.3,60.2,,261
장조림_돼지고기_메추리알,16.67,3.7,6.74,2.55,127
장조림_소고기_메추리알,16.27,3.68,5.77,1.43,121
장조림_우엉,2.1,0.3,34.37,17.4,149
조기조림,13.7,6.27,4.27,1.5,128
콩조림(콩자반),19.3,4.2,39.1,,271
감자튀김_간편조리세트_몬스터 치즈 프라이,5.54,17.74,21.78,3.56,269
고구마맛탕,1.65,5.5,47.3,19.35,246
고구마튀김,2.72,11.87,33.8,7.72,253
고추튀김,7.6,12.6,14.6,2.3,202
김말이튀김,2.05,7.2,30.51,1.88,195
김말이튀김,2.28,11.46,33.11,1.09,245
깐풍새우,8.15,13.86,20.56,7.2,240
닭모래집튀김,18.73,17.73,19.4,1.2,312
닭튀김,21.73,16.57,16.27,0.5,301
닭튀김_다리(넓적다리),21.61,16.53,9.08,,277
닭튀김_다리(아랫다리),21.95,15.75,8.28,,268
닭튀김_닭가슴살,21,9.7,20.2,,252
닭튀김_목,19.82,23.52,8.7,,330
닭튀김_살코기,22.54,17.35,9.42,0,289
닭튀김_너겟,15.3,22.7,16.63,1.12,332
닭튀김_양념,17.75,13.4,21.15,6.25,276
돈가스_간편조리세트_부타이로스카츠 (통등심돈가스),14.46,17.97,10.71,3.11,262
돈가스,13.85,17.94,15.89,4.99,280
돈가스_고구마,12.34,19.51,23.05,6.22,317
돈가스_돼지등심,16.5,18.77,19.24,1.83,312
돈가스_돼지안심,16.64,21.2,17.13,1.39,326
돈가스_치즈,16.81,18.68,16.71,1.43,302
라조기,10.33,11.75,13.12,0.08,199
멘보샤,10.52,21.6,13.22,1,289
미꾸라지튀김,10.89,25.39,28.85,0.3,387
복어튀김,13.84,19.27,22.88,0.6,320
북어강정_고추장양념,19.22,22.07,25.82,12.17,379
생선까스,12.17,20.55,23.28,0.98,327
양파링튀김,3.86,25.23,43.58,5.43,411
쥐포튀김,9.62,16.49,42.5,7.96,357
치즈볼,9.56,20,28.66,5.48,333
치즈스틱,12.59,21.85,20.57,1.84,329
치즈스틱,16,18.78,24,2.08,329
치킨가스,13.96,16.96,22.01,2.08,296
탕수육_간편조리세트_김치피자탕수육,12.36,10.67,20.47,7.37,227
난자완스,10.81,10.17,9.57,0.25,173
고구마줄기나물,1.64,7.46,5.77,1.65,97
깻잎나물,4.23,11.49,6.42,0.98,146
깻잎나물볶음,3.75,7.2,5.75,0.3,103
머위나물무침,1.62,7.66,2.49,0.44,85
미나리나물,2.03,3.67,4.48,0,59
세발나물무침,3.01,4.25,7.05,3.67,78
우거지나물무침,3,5.67,5.8,1,86
취나물무침,2.75,12.31,6.61,0,148
골뱅이무침,7.08,1.97,15.69,10.46,109
냉채_해파리,4.13,0.93,8.93,7.6,61
노각무침,1.73,1.2,9.53,4.73,56
단무지무침,1,1.6,5.6,1.4,40
달래무침,2.67,1.87,15.87,7.47,91
더덕무침,2.87,1.87,28.93,13.47,144
도라지생채,2.75,1.11,24.52,9.6,119
무말랭이무침,2.25,0.61,29.24,16.75,131
무말랭이무침,3.08,0.87,27.77,14.46,131
묵무침_도토리묵,0.29,0.32,10.38,0.43,46
묵무침_청포묵,1.16,2.08,9.08,0.72,60
물회,4.91,2.7,7.9,2.86,76
물회_생선,4.29,1.54,10.31,6.5,72
미역초무침,2.19,0.48,12.57,8.29,63
배추 겉절이,2.18,0.92,6.51,3.04,43
밴댕이무침,7.45,8.25,11.5,6.75,150
부추무침_부추만,3.25,1.21,11.58,7.67,70
상추 겉절이,2.48,3.26,6.18,3.71,64
샐러드_간편조리세트_콥샐러드&시저드레싱,8.75,8.4,4.55,1.89,129
샐러드_고구마,1.81,7.79,26.84,14.98,185
샐러드_양배추_코올슬로,0.95,9.91,14.89,12.19,153
쑥갓나물무침,3,3.8,4.4,0.2,64
오이생채,1.44,1.34,7.97,5.84,50
오이생채_오이만,1.61,2.08,6.56,4.81,51
탕평채,3.55,3.81,12.26,0.39,97
파무침,2.31,3.36,10.65,7.08,82
홍어무침,8.93,1.32,12.98,7.23,99
회무침_서대,7.53,1.53,15.3,7.43,105
갓김치,3.26,0.4,7.07,2.46,37
고들빼기김치,3.16,1.22,21.87,5.69,111
고들빼기김치,2.84,0.66,12.58,4.12,68
깍두기,1.36,0.21,8.27,3.22,40
깻잎김치,3.44,2.44,11.77,5.79,83
동치미,0.49,0.07,2.08,1.19,11
배추김치,1.98,0.43,6.49,2.4,38
배추김치_가을재배,1.85,0.54,6.1,3.05,37
배추김치_봄재배,2.22,0.67,5.95,2.38,39
배추김치_여름재배,1.84,0.49,6.56,3.22,38
백김치,0.95,0.07,3,1.04,16
부추김치,3.03,2.83,8.42,5.14,71
얼갈이배추김치,1.88,0.58,4.37,1.15,30
열무김치,2.39,0.38,5.87,0.68,36
열무물김치,1.41,0.07,2.91,1.68,18
열무얼갈이김치,2.15,0.66,5.22,0.91,35
오이소박이,1.76,0.37,6.66,3.17,37
오이소박이,1.93,0.59,5.92,3.1,37
유채김치,3.5,0.8,10.1,,62
유채물김치,1,0.1,3,,17
총각김치,1.92,0.29,7.89,3,42
파김치,2.5,0.58,8.51,2.8,49
게장_간장,12.25,2.31,4.47,2.93,88
게장_양념,12.24,3.3,8.07,4.93,111
명란젓_양념,17.96,6.54,3.98,0,147
조개젓_양념,8.61,2.05,12.61,6.46,103
고추장아찌,2.39,0.63,31.49,11.38,124
들깻잎장아찌,4.03,0.42,26,16.41,124
마늘장아찌,2.43,0.16,25.36,15.03,113
마늘쫑장아찌,1.96,0.14,27.34,13.02,118
마늘쫑장아찌_간장,2,1,10.8,7.8,60
마늘쫑장아찌_고추장,2.6,1.8,21,11.2,110
매실장아찌,1.65,0.43,58.11,38.16,243
무장아찌,1.47,0.76,16.76,9.62,80
오이지,0.82,1.79,2.52,1.87,29
소스/드레싱_간편조리세트_오야꼬동 (밥제외),8.93,5.54,7.66,5.93,116
카레소스_간편조리세트_키마카레&치즈키마카레,9.16,8.38,6.02,2.86,136
밀크쉐이크_바닐라,2.43,3.88,17.01,16.57,113
빙수_인절미_우유얼음,5.97,4.35,19.6,14.98,141
빙수_팥_우유얼음,3.24,0.79,31.49,25.04,146
아이스크림_썬대,3.17,6.86,30.45,25.42,196
우유_딸기,2.04,2.31,11.04,10.24,73
과ㆍ채주스_당근,0.36,0.04,6.88,6.81,29
과ㆍ채주스_딸기_바나나,1.37,0.52,11.06,10.93,54
과ㆍ채주스_사과_당근,0.23,0.03,9.14,9.03,38
과ㆍ채주스_해독주스_착즙형,0.47,0.04,10.51,9.1,44
과ㆍ채주스_혼합과일 주스,0.77,0.37,13.19,12.86,59
라떼_그린티,2.97,2.56,10.33,9.41,76
라떼_바닐라,2.58,3.17,8.38,7.32,72
레몬청차,0.13,0.01,14.8,16.33,60
밀크티_블랙,1,2.64,5.3,4.58,49
밀크티_초콜릿,1.23,3.68,9.61,3.65,76
밀크티_타로,0.37,5.83,11.95,7.32,102
밀크티_흑당,2.38,2.55,15.37,12.76,94
식혜,1.53,1.75,16.21,11.36,87
액상커피_커피가루_설탕_크림(중량12g),0.43,1.03,10.06,5.94,51
액상커피_커피가루_설탕(중량2.7g),0.18,0,3.98,1.68,17
액상커피_커피가루(중량1g),0.2,0.01,0.7,0,4
커피_달고나커피,2.47,4.97,14.08,11.46,111
커피_아메리카노,0.23,0.03,0.66,0,4
커피_카라멜마끼아토,2.44,3.94,9.05,8.47,81
커피_카페라떼,2.72,3.72,3.11,3.11,57
커피_카페모카,2.76,2.08,10.46,9.72,72
커피_카푸치노,2.67,3.38,3.23,3.13,54
고구마_밤고구마_삶은것,2.45,0.12,30.17,18.43,132
팝콘,8.3,27.34,58.06,0.38,511
팝콘_카라멜,5.92,19.56,69.79,27.42,479
달걀_삶은것,12.8,10.65,0.63,0.62,150
달걀_삶은것_노른자,15.66,32.31,1.17,0.23,358
달걀_삶은것_흰자,11.42,0.29,0.01,0.32,48
대구포,31.97,0.4,2.33,0,141
계란 덮밥,5,3.69,27.22,0.81,169
곤드레밥,2.2,0.94,26.8,0.15,124
기장밥,2.5,0.39,27.57,0.17,129
김밥_계란,4.3,2.34,14.22,0.51,97
김밥_김치,3.6,1.69,19.29,0.91,109
김밥_날치알,4.2,1.9,17.28,0.51,104
김밥_돈가스,4.4,5.63,19.4,1.03,148
김밥_멸치_고추,5.6,1.79,20.5,0.93,122
김밥_샐러드,3.4,3.3,18.14,1.07,117
김밥_소고기,4,2.47,16.88,0.73,108
김밥_참치,5.3,3.93,17.49,0.57,128
김밥_참치_고추,4.4,3.76,16.42,0.5,119
김밥_참치_김치,5.4,4.45,15.45,0.77,125
김밥_채소,3.5,1.58,18.05,0.59,102
김밥_치즈,4.6,2.96,18.66,0.6,122
김밥_고추,3.2,1.63,16.5,0.65,94
김밥_샐러리,2.8,4.2,19.75,0.88,130
넙치(광어)회덮밥_양념장,4.27,1.06,12.64,1.92,77
누룽지,1.5,0.06,19.17,0.24,87
돌솥 비빔밥,3.4,1.78,17.46,1.05,101
돌솥 비빔밥_양념장,2.81,2.07,13.99,1.23,86
묵밥,2.6,0.74,12.99,0.43,70
보리밥,2.6,0.44,25.22,0.16,117
볶음밥_계란,5.8,3.48,26.2,0.22,164
볶음밥_김치_돼지고기,3.4,2.05,18.62,0.53,110
볶음밥_돼지고기,3.8,2.44,17.88,0.75,113
볶음밥_배추김치_참치,5.11,2.58,14.6,1.13,105
볶음밥_새우,4.86,2.25,15.44,0.95,105
볶음밥_소고기,2.5,2.97,18.38,0.62,114
볶음밥_참치,6.58,2.72,16.4,1.25,120
볶음밥_채소,2.9,1.69,21.37,0.76,115
볶음밥_해물,5.32,2.19,15.38,1.08,106
볶음밥_맛살,3.5,2.07,24.28,1.04,134
비빔밥,4.5,4.64,17.68,1.1,133
비빔밥_묵_양념장,3.09,2.07,16.34,1.44,96
비빔밥_참치_양념장,4.82,1.8,16.11,1.72,100
삼각김밥,4.8,4.4,30.58,0.24,185
수수밥,2.4,0.4,26,0.17,122
알밥,2.3,1.45,15.67,0.47,86
영양돌솥밥,2.43,0.44,25.29,0.58,119
오곡밥,3.4,0.65,29.8,0.25,144
오므라이스,3.64,3.33,17.22,2.5,117
우럭회덮밥_양념장,3.49,0.77,11.47,1.55,67
율무밥,2.2,0.17,25.56,0.01,118
잡곡밥,3.1,0.7,27.13,0.31,131
잡곡밥_보리,3.1,0.65,28.75,0.28,137
잡곡밥_보리_흑미,3,0.62,28.32,0.27,135
잡곡밥_서리태,3.4,0.81,27.35,0.35,134
잡곡밥_현미,2.9,0.49,28.08,0.15,132
잡채밥,3.1,2.08,19.65,0.61,113
잡탕밥,5.5,1.84,18.63,0.27,115
주먹밥,2.3,2.09,25.52,0.88,135
주먹밥_배추김치,2.39,1.3,20.81,0.79,106
주먹밥_참치,4.74,2.71,21.16,0.63,131
짜장밥,2.85,1.94,15.58,2.14,93
짬뽕밥,2.2,0.85,7.6,0.56,48
차조밥,2.3,0.4,25.66,0.17,120
참치덮밥,5.8,2.13,15.91,2.05,108
참치회덮밥_양념장,4.73,0.81,12.14,1.65,76
충무김밥,3.5,1.9,23.59,0.87,128
카레라이스_돼지고기,2.8,1.65,15.73,1.3,90
카레라이스_소고기,2.7,2.48,19.28,0.88,113
카레라이스_채소,2.09,1.18,18.96,1.82,95
콩나물 국밥,2.66,0.73,10.69,0.42,60
콩나물 국밥,2.6,0.84,10.22,0.22,59
콩나물밥_돼지고기,3.3,0.84,17.21,0.21,91
현미밥,2.3,0.38,25.75,0.18,120
회덮밥_참치,4.9,1.78,17.65,1.45,108
흑미밥,2.3,0.37,25.73,0.17,120
강낭콩밥,2.2,0.15,24.21,0.01,111
검정콩밥,3.3,0.79,27.6,0.35,136
굴 국밥,1.6,0.32,12.79,0.46,63
굴밥,4.3,1.95,21.44,0.66,122
김치 볶음밥_모듬,3.8,2.79,21.5,1.01,130
낙지 덮밥,4.5,1.28,15.44,1.76,92
낙지 비빔밥,4.3,1.31,14.72,1.25,88
닭고기 덮밥,4.3,0.38,16.36,0.45,89
돼지머리국밥,2.1,1.16,12.55,0.41,72
모듬 김밥,4.2,2.75,17.49,0.7,113
모듬 초밥,10,3.14,28.65,2.45,189
무밥,3.7,1.06,36.68,0.79,177
버섯 덮밥,2.6,1.63,18.47,0.54,101
비빔 잡곡밥,3.6,2.12,25.66,0.68,138
소고기 국밥,2.3,0.56,12.54,0.41,66
양송이 덮밥,1.9,0.65,19.64,1.27,93
열무 비빔밥,2.5,0.51,16.86,0.61,84
오징어 덮밥_채소,5.1,1.33,14.49,1.76,91
옥수수밥,2.1,0.34,24.39,0.25,113
완두콩밥,2.2,0.33,24.47,0.14,114
유부 초밥,5.8,6.92,27.04,2.2,199
육회비빔밥,3.9,2.88,17.66,0.71,115
장어 덮밥,3.5,1.99,15.04,0.42,95
장어 초밥,3.5,1.99,15.04,0.42,95
팥밥,3.2,0.41,29.53,0.19,140
해물 덮밥,3.8,0.39,14.15,0.69,78
혼합잡곡밥,2.3,0.22,25.63,0.07,118
계란빵,6,1.99,27.2,1.35,158
츄러스,4.2,4.29,30.74,3.01,185
피자,7.8,4.77,21.07,3.1,153
햄버거_돼지고기,9.1,9.69,19.35,2.85,204
햄버거_치킨,7.5,4.06,13.92,2.37,123
호떡,2.7,5.91,20.14,4.76,147
감자샐러드 샌드위치,3.1,4.73,13.39,2.27,108
소고기 샌드위치,6.9,10.61,19.7,2.93,203
토스트(식빵),2.5,1.33,15.55,2.61,84
트위스터 샌드위치,3.6,2.96,3.3,0.68,56
파운드케이크,3.5,11.79,26.67,9.33,226
햄샌드위치,5.3,10,18.69,3.63,185
간자장,5.39,2.81,25.98,2.83,155
간자장_해물,6.9,3.18,22.69,2.45,151
국수,2.5,0.96,8.87,0.29,56
