식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
"돼지고기, 앞다리(꾸리살), 생것",18.83,5.91,0,0,135
"돼지고기, 앞다리(부채살), 생것",20.09,7.18,0,0,152
"돼지고기, 앞다리(앞다리살), 생것",20.56,7.92,0,0,161
"돼지고기, 앞다리(앞사태살), 생것",20.82,4.68,0,0,132
"돼지고기, 앞다리(주걱살), 생것",20.49,6.13,0,0,144
"돼지고기, 앞다리(항정살), 생것",17.98,24.52,0,0,307
"돼지 부산물, 간, 생것",21.39,3.65,2.47,-,134
"돼지 부산물, 간, 삶은것",26.02,4.40,3.76,-,165
"돼지 부산물, 대장, 생것",8.7,20.2,0,-,227
"돼지 부산물, 대장, 삶은것",11.7,13.8,0,-,166
"돼지 부산물, 맹장, 생것",10.8,34.6,0,-,371
"돼지 부산물, 머리고기, 생것",20.6,20.3,0.2,-,279
"돼지 부산물, 비장, 생것",18.0,1.0,0,-,85
"돼지 부산물, 소창(곱창), 생것",7.64,16.61,0,0,182
"돼지 부산물, 소창(곱창), 삶은것",12.49,20.32,0,0,233
"돼지 부산물, 신장, 생것",16.7,3.7,1.2,-,110
"돼지 부산물, 신장, 삶은것",25.40,4.70,0,-,151
"돼지 부산물, 심장(염통), 생것",17.27,4.36,1.33,0,118
"돼지 부산물, 심장(염통), 삶은것",23.60,5.05,0.40,-,148
"돼지 부산물, 위(오소리감투), 생것",17.3,4.1,0,-,112
"돼지 부산물, 위(오소리감투), 삶은것",21.40,7.26,0.09,0,157
"돼지 부산물, 자궁, 생것",15.4,0.8,0,-,73
"돼지 부산물, 족발, 생것",23.16,12.59,0,0,212
"돼지 부산물, 족발, 삶은것",21.94,16.05,0,0,238
"돼지 부산물, 족발, 조미, 삶은것",28.91,11.65,0,0.28,220
"돼지 부산물, 직장, 생것",9.9,32.1,0,-,344
"돼지 부산물, 췌장, 생것",20.7,7.1,0,-,154
"돼지 부산물, 허파, 생것",14.08,2.72,0,-,85
"돼지 부산물, 허파, 삶은것",16.60,3.10,0,-,99
베이컨,15.27,17.12,6.42,0.98,241
"베이컨, 구운것",35.73,43.27,1.35,0,548
"소시지, 말린것",26.7,42.0,2.6,1.9,467
"소시지, 리용소시지",14.9,13.1,3.7,0.6,188
"소시지, 볼로냐소시지",12.5,21.0,2.9,1.1,242
"소시지, 위너(비엔나)소시지",15.27,16.91,9.36,0.87,251
"소시지, 이탈리안소시지",13.90,24.26,2.97,1.19,290
"소시지, 프랑크푸르트소시지",14.41,17.70,5.90,1.28,241
"햄, 등심햄",20.66,3.34,1.97,1.53,121
"햄, 런천미트햄",15.43,11.53,7.92,0.93,197
"햄, 본레스햄, 구운것",20.93,5.53,1.50,0,145
"햄, 프레스햄",16.09,15.66,3.01,1.73,217
"햄, 프레스햄, 데친것",15.44,19.51,4.63,1.57,256
"햄, 프레스햄, 구운것(팬)",16.20,18.77,3.78,1.86,249
"햄, 슬라이스햄",17.01,12.82,2.30,1.34,193
"햄, 슬라이스햄, 데친것",17.26,13.14,3.94,1.54,203
"햄, 슬라이스햄, 구운것(팬)",19.70,15.43,4.05,2.12,234
"돼지불고기, 생것",14.1,6.9,2.4,-,128
"순대, 선지 비율 낮은것",3.18,3.96,32.28,1.09,178
"순대, 선지 비율 높은것",9.22,7.37,11.65,2.36,150
"포크커틀릿, 냉동",9.4,18.2,21.0,-,285
"포크커틀릿, 냉동, 튀긴것(빵가루)",16.6,23.7,21.2,-,365
"말고기, 살코기, 생것",20.1,2.5,0.3,-,102
"메추리고기, 생것",20.5,12.9,0.1,-,194
"멧돼지고기, 생것",18.8,19.8,0.5,-,249
"멧돼지고기, 앞다리, 생것",21.5,10.7,0,-,191
"소고기, 수입산, 갈비, 구운것(오븐)",22.57,33.70,0,-,400
"소고기, 수입산, 목심(목심살), 생것",16.98,21.31,0.97,0,268
"소고기, 수입산, 목심(목심살), 삶은것",26.37,27.26,0,0,359
"소고기, 수입산, 사태, 끓인것",33.68,6.36,0,-,201
"소고기, 수입산, 설도, 구운것(석쇠)",28.45,4.67,0,0,164
"소고기, 수입산, 안심(안심살), 구운것",26.46,17.12,0,0,267
"소고기, 한우, 갈비, 생것",16.5,24.4,1.9,-,307
"소고기, 한우, 등심, 생것",15.61,26.30,0,0,313
"소고기, 한우, 등심, 삶은것",25.20,26.63,0,0,357
"소고기, 한우, 등심, 구운것(팬)",18.90,33.99,0,0,400
"소고기, 한우, 양지, 생것",18.58,18.59,0,0,253
"소고기, 한우, 양지, 삶은것",33.09,14.05,0,0,272
"소고기, 한우, 양지, 구운것(팬)",25.60,21.32,0,0,309
"소고기, 한우, 채끝, 생것",17.1,5.6,0.2,-,126
"소고기, 한우(1++등급), 살코기, 생것",17.88,20.60,0,0,269
"소고기, 한우(1++등급), 갈비, 생것",13.86,36.93,0,0,406
"소고기, 한우(1++등급), 갈비(꽃갈비), 생것",12.62,39.35,0,0,424
"소고기, 한우(1++등급), 갈비(본갈비), 생것",14.64,33.38,0,0,376
"소고기, 한우(1++등급), 갈비(안창살), 생것",14.57,26.73,0,0,313
"소고기, 한우(1++등급), 갈비(제비추리), 생것",20.04,12.49,0,0,202
"소고기, 한우(1++등급), 갈비(참갈비), 생것",12.17,38.65,0,0,415
"소고기, 한우(1++등급), 갈비(토시살), 생것",16.46,21.62,0,0,273
"소고기, 한우(1++등급), 등심, 생것",15.76,30.03,0,0,349
"소고기, 한우(1++등급), 등심(꽃등심살), 생것",15.44,31.86,0,0,365
"소고기, 한우(1++등급), 등심(살치살), 생것",14.73,31.96,0,0,363
"소고기, 한우(1++등급), 등심(아래등심살), 생것",16.23,29.73,0,0,348
"소고기, 한우(1++등급), 등심(윗등심살), 생것",16.03,28.46,0,0,335
"소고기, 한우(1++등급), 목심, 생것",20.24,13.96,0,0,217
"소고기, 한우(1++등급), 사태, 생것",21.37,8.91,0,0,174
"소고기, 한우(1++등급), 사태(뒷사태), 생것",21.41,9.31,0,0,178
"소고기, 한우(1++등급), 사태(뭉치사태), 생것",22.45,7.70,0,0,167
"소고기, 한우(1++등급), 사태(상박살), 생것",20.22,14.55,0,0,222
"소고기, 한우(1++등급), 사태(아롱사태), 생것",21.76,15.03,0,0,233
"소고기, 한우(1++등급), 사태(앞사태), 생것",20.86,7.58,0,0,159
"소고기, 한우(1++등급), 설도, 생것",19.63,14.21,0,0,217
"소고기, 한우(1++등급), 설도(도가니살), 생것",20.28,9.47,0,0,175
"소고기, 한우(1++등급), 설도(보섭살), 생것",20.24,14.05,0,0,218
"소고기, 한우(1++등급), 설도(삼각살), 생것",16.89,24.76,0,0,304
"소고기, 한우(1++등급), 설도(설깃머리살), 생것",17.85,18.03,0,0,245
"소고기, 한우(1++등급), 설도(설깃살), 생것",19.74,14.85,0,0,223
"소고기, 한우(1++등급), 안심, 생것",17.40,20.63,0,0,268
"소고기, 한우(1++등급), 앞다리, 생것",18.90,15.12,0,0,222
"소고기, 한우(1++등급), 앞다리(갈비덧살), 생것",19.17,15.21,0,0,224
"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",19.58,11.58,0,0,192
"소고기, 한우(1++등급), 앞다리(부채덮개살), 생것",21.26,10.10,0,0,185
"소고기, 한우(1++등급), 앞다리(부채살), 생것",17.02,22.64,0,0,285
"소고기, 한우(1++등급), 앞다리(앞다리살), 생것",18.93,14.19,0,0,213
"소고기, 한우(1++등급), 양지, 생것",16.81,23.08,0,0,288
"소고기, 한우(1++등급), 양지(앞치마살), 생것",14.29,30.90,0,0,351
"소고기, 한우(1++등급), 양지(양지머리), 생것",19.88,13.75,0,0,213
"소고기, 한우(1++등급), 양지(업진살), 생것",12.64,38.19,0,0,413
"소고기, 한우(1++등급), 양지(업진안살), 생것",15.43,27.21,0,0,321
"소고기, 한우(1++등급), 양지(차돌박이), 생것",14.12,29.96,0,0,342
"소고기, 한우(1++등급), 양지(치마살), 생것",16.37,21.84,0,0,275
"소고기, 한우(1++등급), 양지(치마양지), 생것",18.04,18.82,0,0,253
"소고기, 한우(1++등급), 우둔, 생것",20.40,11.11,0,0,191
"소고기, 한우(1++등급), 우둔(우둔살), 생것",20.39,11.17,0,0,191
"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",20.44,10.87,0,0,189
"소고기, 한우(1++등급), 채끝, 생것",16.48,30.84,0,0,360
"소고기, 한우(1+등급), 살코기, 생것",19.01,18.18,0,0,251
"소고기, 한우(1+등급), 갈비, 생것",15.50,34.29,0,0,388
"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",14.70,36.43,0,0,391
"소고기, 한우(1+등급), 갈비(본갈비), 생것",14.69,34.65,0,0,388
"소고기, 한우(1+등급), 갈비(안창살), 생것",15.25,26.40,0,0,313
"소고기, 한우(1+등급), 갈비(제비추리), 생것",21.13,10.45,0,0,187
"소고기, 한우(1+등급), 갈비(참갈비), 생것",14.82,32.98,0,0,373
"소고기, 한우(1+등급), 갈비(토시살), 생것",15.69,21.52,0,0,269
"소고기, 한우(1+등급), 등심, 생것",16.87,27.84,0,0,333
"소고기, 한우(1+등급), 등심(꽃등심살), 생것",17.10,28.72,0,0,342
"소고기, 한우(1+등급), 등심(살치살), 생것",13.53,31.28,0,0,351
"소고기, 한우(1+등급), 등심(아래등심살), 생것",18.23,23.34,0,0,297
"소고기, 한우(1+등급), 등심(윗등심살), 생것",16.98,28.45,0,0,339
"소고기, 한우(1+등급), 목심, 생것",20.83,14.75,0,0,227
"소고기, 한우(1+등급), 사태, 생것",21.29,7.06,0,0,156
"소고기, 한우(1+등급), 사태(뒷사태), 생것",20.57,7.01,0,0,153
"소고기, 한우(1+등급), 사태(뭉치사태), 생것",21.89,4.85,0,0,138
"소고기, 한우(1+등급), 사태(상박살), 생것",20.12,13.38,0,0,211
"소고기, 한우(1+등급), 사태(아롱사태), 생것",20.60,16.38,0,0,241
"소고기, 한우(1+등급), 사태(앞사태), 생것",22.05,6.41,0,0,153
"소고기, 한우(1+등급), 설도, 생것",20.82,10.96,0,0,191
"소고기, 한우(1+등급), 설도(도가니살), 생것",20.02,9.18,0,0,171
"소고기, 한우(1+등급), 설도(보섭살), 생것",21.82,9.21,0,0,179
"소고기, 한우(1+등급), 설도(삼각살), 생것",19.38,13.74,0,0,211
"소고기, 한우(1+등급), 설도(설깃머리살), 생것",19.20,13.81,0,0,211
"소고기, 한우(1+등급), 설도(설깃살), 생것",21.50,12.38,0,0,207
"소고기, 한우(1+등급), 안심, 생것",20.69,13.03,0,0,210
"소고기, 한우(1+등급), 앞다리, 생것",19.72,12.37,0,0,200
"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",18.61,14.51,0,0,215
"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",19.04,11.51,0,0,189
"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",20.70,7.85,0,0,161
"소고기, 한우(1+등급), 앞다리(부채살), 생것",17.42,18.84,0,0,251
"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",20.74,10.71,0,0,188
"소고기, 한우(1+등급), 양지, 생것",17.77,21.09,0,0,273
"소고기, 한우(1+등급), 양지(앞치마살), 생것",17.38,23.81,0,0,297
"소고기, 한우(1+등급), 양지(양지머리), 생것",19.77,12.11,0,0,197
"소고기, 한우(1+등급), 양지(업진살), 생것",15.09,28.85,0,0,335
"소고기, 한우(1+등급), 양지(업진안살), 생것",18.09,24.35,0,0,305
"소고기, 한우(1+등급), 양지(차돌박이), 생것",11.16,46.45,0,0,484
"소고기, 한우(1+등급), 양지(치마살), 생것",17.64,17.69,0,0,241
"소고기, 한우(1+등급), 양지(치마양지), 생것",20.81,13.71,0,0,217
"소고기, 한우(1+등급), 우둔, 생것",22.47,8.92,0,0,179
"소고기, 한우(1+등급), 우둔(우둔살), 생것",22.68,9.32,0,0,183
"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",21.61,7.31,0,0,160
"소고기, 한우(1+등급), 채끝, 생것",17.92,25.29,0,0,314
"소고기, 한우(1등급), 살코기, 생것",20.22,15.70,0,0,233
"소고기, 한우(1등급), 갈비, 생것",16.78,32.39,0,0,376
"소고기, 한우(1등급), 갈비(꽃갈비), 생것",15.35,35.25,0,0,396
"소고기, 한우(1등급), 갈비(본갈비), 생것",16.94,25.61,0,0,312
"소고기, 한우(1등급), 갈비(안창살), 생것",15.46,24.16,0,0,293
"소고기, 한우(1등급), 갈비(제비추리), 생것",21.95,9.06,0,0,178
"소고기, 한우(1등급), 갈비(참갈비), 생것",15.89,35.76,0,0,404
"소고기, 한우(1등급), 갈비(토시살), 생것",19.63,20.02,0,0,271
"소고기, 한우(1등급), 등심, 생것",18.60,24.45,0,0,309
"소고기, 한우(1등급), 등심(꽃등심살), 생것",17.76,27.73,0,0,336
"소고기, 한우(1등급), 등심(살치살), 생것",16.68,26.39,0,0,319
"소고기, 한우(1등급), 등심(아래등심살), 생것",17.79,19.95,0,0,263
"소고기, 한우(1등급), 등심(윗등심살), 생것",20.05,23.89,0,0,309
"소고기, 한우(1등급), 목심, 생것",21.60,12.04,0,0,204
"소고기, 한우(1등급), 사태, 생것",23.06,6.39,0,0,157
"소고기, 한우(1등급), 사태(뒷사태), 생것",22.93,6.84,0,0,161
"소고기, 한우(1등급), 사태(뭉치사태), 생것",24.04,4.86,0,0,147
"소고기, 한우(1등급), 사태(상박살), 생것",21.38,10.06,0,0,185
"소고기, 한우(1등급), 사태(아롱사태), 생것",21.47,15.55,0,0,237
"소고기, 한우(1등급), 사태(앞사태), 생것",23.10,5.24,0,0,147
"소고기, 한우(1등급), 설도, 생것",20.98,10.06,0,0,183
"소고기, 한우(1등급), 설도(도가니살), 생것",20.37,8.14,0,0,163
"소고기, 한우(1등급), 설도(보섭살), 생것",21.75,7.57,0,0,163
"소고기, 한우(1등급), 설도(삼각살), 생것",21.01,14.52,0,0,225
"소고기, 한우(1등급), 설도(설깃머리살), 생것",20.22,11.84,0,0,197
"소고기, 한우(1등급), 설도(설깃살), 생것",21.09,12.22,0,0,204
"소고기, 한우(1등급), 안심, 생것",19.17,13.14,0,0,205
"소고기, 한우(1등급), 앞다리, 생것",21.15,10.49,0,0,188
"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",20.39,10.73,0,0,187
"소고기, 한우(1등급), 앞다리(꾸리살), 생것",20.61,7.43,0,0,157
"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",21.39,6.34,0,0,150
"소고기, 한우(1등급), 앞다리(부채살), 생것",20.70,17.64,0,0,253
"소고기, 한우(1등급), 앞다리(앞다리살), 생것",21.53,9.38,0,0,179
"소고기, 한우(1등급), 양지, 생것",20.21,17.27,0,0,248
"소고기, 한우(1등급), 양지(앞치마살), 생것",18.69,22.65,0,0,292
"소고기, 한우(1등급), 양지(양지머리), 생것",21.16,11.55,0,0,198
"소고기, 한우(1등급), 양지(업진살), 생것",19.34,22.22,0,0,291
"소고기, 한우(1등급), 양지(업진안살), 생것",17.76,20.62,0,0,269
"소고기, 한우(1등급), 양지(차돌박이), 생것",16.45,35.94,0,0,408
"소고기, 한우(1등급), 양지(치마살), 생것",20.43,13.75,0,0,216
"소고기, 한우(1등급), 양지(치마양지), 생것",22.27,10.57,0,0,193
"소고기, 한우(1등급), 우둔, 생것",23.00,6.92,0,0,162
"소고기, 한우(1등급), 우둔(우둔살), 생것",23.08,7.29,0,0,166
"소고기, 한우(1등급), 우둔(홍두깨살), 생것",22.66,5.38,0,0,146
"소고기, 한우(1등급), 채끝, 생것",17.59,16.51,0,0,230
"소고기, 한우(2등급), 살코기, 생것",19.99,13.78,0,0,214
"소고기, 한우(2등급), 갈비, 생것",18.02,24.41,0,0,306
"소고기, 한우(2등급), 갈비(꽃갈비), 생것",17.35,25.48,0,0,313
"소고기, 한우(2등급), 갈비(본갈비), 생것",16.65,25.50,0,0,310
"소고기, 한우(2등급), 갈비(안창살), 생것",16.63,17.79,0,0,238
"소고기, 한우(2등급), 갈비(제비추리), 생것",21.53,8.58,0,0,172
"소고기, 한우(2등급), 갈비(참갈비), 생것",17.73,22.98,0,0,291
"소고기, 한우(2등급), 갈비(토시살), 생것",18.25,19.42,0,0,260
"소고기, 한우(2등급), 등심, 생것",18.25,21.06,0,0,275
"소고기, 한우(2등급), 등심(꽃등심살), 생것",17.12,24.34,0,0,301
"소고기, 한우(2등급), 등심(살치살), 생것",17.19,21.44,0,0,274
"소고기, 한우(2등급), 등심(아래등심살), 생것",20.04,17.21,0,0,246
"소고기, 한우(2등급), 등심(윗등심살), 생것",18.43,20.63,0,0,272
"소고기, 한우(2등급), 목심, 생것",20.17,11.60,0,0,194
"소고기, 한우(2등급), 사태, 생것",21.77,6.73,0,0,155
"소고기, 한우(2등급), 사태(뒷사태), 생것",21.75,7.06,0,0,158
"소고기, 한우(2등급), 사태(뭉치사태), 생것",23.25,5.00,0,0,145
"소고기, 한우(2등급), 사태(상박살), 생것",21.05,9.09,0,0,174
"소고기, 한우(2등급), 사태(아롱사태), 생것",21.77,13.69,0,0,221
"소고기, 한우(2등급), 사태(앞사태), 생것",21.08,6.28,0,0,148
"소고기, 한우(2등급), 설도, 생것",21.17,8.85,0,0,173
"소고기, 한우(2등급), 설도(도가니살), 생것",21.56,8.20,0,0,168
"소고기, 한우(2등급), 설도(보섭살), 생것",21.26,8.33,0,0,168
"소고기, 한우(2등급), 설도(삼각살), 생것",20.36,12.31,0,0,202
"소고기, 한우(2등급), 설도(설깃머리살), 생것",19.72,12.36,0,0,200
"소고기, 한우(2등급), 설도(설깃살), 생것",21.43,7.95,0,0,165
"소고기, 한우(2등급), 안심, 생것",19.84,13.11,0,0,207
"소고기, 한우(2등급), 앞다리, 생것",21.11,9.07,0,0,174
"소고기, 한우(2등급), 앞다리(갈비덧살), 생것",20.60,9.30,0,0,174
"소고기, 한우(2등급), 앞다리(꾸리살), 생것",20.57,8.07,0,0,163
"소고기, 한우(2등급), 앞다리(부채덮개살), 생것",22.84,6.36,0,0,156
"소고기, 한우(2등급), 앞다리(부채살), 생것",19.93,14.36,0,0,219
"소고기, 한우(2등급), 앞다리(앞다리살), 생것",21.44,7.85,0,0,164
"소고기, 한우(2등급), 양지, 생것",19.37,15.99,0,0,232
"소고기, 한우(2등급), 양지(앞치마살), 생것",18.31,18.74,0,0,254
"소고기, 한우(2등급), 양지(양지머리), 생것",20.35,11.91,0,0,198
"소고기, 한우(2등급), 양지(업진살), 생것",17.43,23.86,0,0,298
"소고기, 한우(2등급), 양지(업진안살), 생것",18.69,15.38,0,0,224
"소고기, 한우(2등급), 양지(차돌박이), 생것",16.06,27.39,0,0,326
"소고기, 한우(2등급), 양지(치마살), 생것",19.05,13.32,0,0,206
"소고기, 한우(2등급), 양지(치마양지), 생것",21.82,9.52,0,0,182
"소고기, 한우(2등급), 우둔, 생것",22.18,6.33,0,0,153
"소고기, 한우(2등급), 우둔(우둔살), 생것",22.14,6.73,0,0,157
"소고기, 한우(2등급), 우둔(홍두깨살), 생것",22.35,4.69,0,0,138
"소고기, 한우(2등급), 채끝, 생것",20.35,16.90,0,0,245
"소고기, 한우(3등급), 등심, 생것",21.3,2.9,0,-,117
"소고기, 한우(3등급), 목심, 생것",21.4,1.2,0,-,102
"소고기, 한우(3등급), 설도(보섭살), 생것",22.2,1.5,0,-,108
"소고기, 한우(3등급), 설도(설깃살), 생것",22.2,1.0,0,-,103
"소고기, 한우(3등급), 앞다리(꾸리살), 생것",21.5,1.2,0,-,102
"소고기, 한우(3등급), 우둔(우둔살), 생것",22.8,1.1,0,-,107
"소고기, 한우(3등급), 우둔(홍두깨살), 생것",22.5,1.0,0,-,104
"소고기, 한우(3등급), 양지(양지머리), 생것",21.4,1.5,0,-,104
"소고기, 한우(3등급), 양지(업진살), 생것",21.7,2.1,0,-,111
"소고기, 한우(3등급), 채끝, 생것",22.4,2.0,0,-,113
"소 부산물, 간, 생것",20.36,3.63,3.89,0,135
"소 부산물, 간, 삶은것",29.08,5.26,5.13,0,191
"소 부산물, 간, 구운것(팬)",26.52,4.68,5.16,0,175
"소 부산물, 골, 생것",9.3,8.2,1.7,-,123
"소 부산물, 꼬리, 생것",17.4,19.0,0,-,252
"소 부산물, 선지(피), 생것",10.1,0,2.2,-,51
"소 부산물, 소장(곱창), 생것",9.0,11.3,0.1,-,145
"소 부산물, 신장, 생것",17.40,3.09,0.29,0,99
"소 부산물, 신장, 삶은것",27.27,4.65,0,0,158
"소 부산물, 심장, 생것",17.72,3.94,0.14,0,112
"소 부산물, 심장, 삶은것",28.48,4.73,0.15,0,165
"소 부산물, 양(위), 생것",9.9,2.0,0.1,-,61
"소 부산물, 양(위), 삶은것",24.5,8.4,0,-,166
"소 부산물, 천엽, 생것",11.7,1.3,0,-,57
"소 부산물, 허파, 생것",16.20,2.50,0,-,92
"소 부산물, 허파, 삶은것",20.40,3.70,0,-,120
"소 부산물, 혀, 생것",13.0,14.5,0,-,191
"소고기, 육포",49.0,8.2,20.2,-,351
"소불고기, 생것",11.5,7.8,4.3,-,133
양지국물,1.0,0,0,-,4
"우족국물, 중량3배물",0.3,0.1,0,-,2
잡뼈국물,4.3,1.0,0,-,28
"송아지고기, 수입산, 갈비, 생것",18.86,9.01,0,-,162
"송아지고기, 수입산, 갈비, 삶은것",32.43,12.53,0,0,251
"송아지고기, 수입산, 갈비, 구운것",23.96,13.96,0,-,228
"송아지고기, 수입산, 등심, 생것",20.07,10.07,0.07,0,177
"송아지고기, 수입산, 등심, 삶은것",30.19,17.21,0,0,284
"송아지고기, 수입산, 등심, 구운것",24.80,12.32,0,0,217
"송아지고기, 수입산, 살코기, 생것",20.04,2.16,0,-,105
"송아지고기, 수입산, 살코기, 삶은것",35.73,5.33,0,-,201
"송아지고기, 수입산, 어깨, 생것",19.34,5.44,0,0,132
"송아지고기, 수입산, 어깨, 삶은것",33.63,10.24,0,-,236
"송아지고기, 수입산, 어깨, 구운것",25.46,8.25,0,-,183
"송아지고기, 수입산, 채끝(채끝살), 생것",19.07,7.81,0,0,152
"송아지고기, 수입산, 채끝(채끝살), 삶은것",31.26,13.14,0,-,252
"송아지고기, 수입산, 채끝(채끝살), 구운것(오븐)",25.14,10.45,0,0,202
"송아지 부산물, 수입산, 간, 생것",19.93,4.85,2.91,0,140
"송아지 부산물, 수입산, 간, 삶은것",28.42,6.26,3.77,0,192
"송아지 부산물, 수입산, 골, 생것",10.32,8.21,0,-,118
"송아지 부산물, 수입산, 골, 삶은것",11.48,9.63,0,-,136
"송아지 부산물, 수입산, 신장, 생것",15.76,3.12,0.85,-,99
"송아지 부산물, 수입산, 신장, 삶은것",26.32,5.66,0,-,163
"송아지 부산물, 수입산, 심장, 생것",17.18,3.98,0.08,-,110
"송아지 부산물, 수입산, 심장, 삶은것",29.12,6.75,0.13,-,186
"송아지 부산물, 수입산, 허파, 생것",16.30,2.30,0,-,90
"송아지 부산물, 수입산, 허파, 삶은것",18.74,2.64,0,-,104
"송아지 부산물, 수입산, 혀, 생것",17.18,5.48,1.91,-,131
"송아지 부산물, 수입산, 혀, 삶은것",25.85,10.10,0,-,202
"양고기, 수입산, 다리, 생것",18.8,15.3,0.1,-,205
"어린양고기, 수입산, 갈비, 생것",14.52,34.39,0,-,372
"어린양고기, 수입산, 갈비, 구운것(오븐)",21.12,29.82,0,-,359
"어린양고기, 수입산, 다리, 생것",18.58,13.49,0,-,201
"어린양고기, 수입산, 다리, 구운것(오븐)",26.41,12.45,0,-,225
"어린양고기, 수입산, 살코기, 생것",20.88,5.94,0,-,143
"어린양고기, 수입산, 어깨, 생것",16.58,21.45,0,0,264
"어린양고기, 수입산, 어깨, 삶은것",28.68,24.55,0,-,344
"어린양고기, 수입산, 어깨, 구운것(오븐)",22.51,19.97,0,0,276
"어린양 부산물, 수입산, 간, 생것",20.38,5.02,1.78,-,139
"어린양 부산물, 수입산, 간, 삶은것",30.57,8.81,2.53,-,220
"염소고기, 생것",19.88,10.31,0,0,181
"염소고기, 삶은것",29.39,13.51,0,0,251
"염소고기, 수입산, 생것",21.9,1.5,0.2,-,99
"오리고기, 살코기, 생것",21.00,3.07,0,0,117
"오리고기, 생것, 껍질 포함",16.63,18.99,0,0,242
"오리고기, 산오리, 생것",14.4,21.6,0.2,-,265
"오리고기, 집오리, 생것",16.0,27.6,0.1,-,328
"오리고기, 집오리, 살코기, 생것",17.7,8.1,0,-,151
"자라고기, 수입산, 생것",16.4,13.4,0.5,-,175
"칠면조고기, 생것",21.64,5.64,0.13,0.07,144
"칠면조고기, 구운것",28.55,7.39,0.06,0,189
"토끼고기, 집토끼, 생것",21.7,4.4,0.6,-,135
"토끼고기, 집토끼, 끓인것",33.02,3.51,0,0,173
"토끼고기, 살코기, 생것",20.97,7.68,0,0.62,161
"토끼고기, 살코기, 삶은것",28.23,8.87,0,0.38,203
"거위알, 생것",13.2,14.1,0.8,-,193
"거위알, 삶은것",12.7,13.6,1.0,-,187
"기러기알, 생것",12.3,13.9,2.4,-,193
"기러기알, 삶은것",13.1,14.9,4.0,-,212
"달걀, 생것",12.91,8.25,0.79,0.11,136
"달걀, 삶은것",13.49,8.69,1.37,0.13,145
"달걀, 난백, 생것",11.46,0.05,0.14,0.12,50
"달걀, 난백, 삶은것",11.63,0.01,0.22,0.12,51
"달걀, 난황, 생것",15.66,25.18,5.77,0.04,326
"달걀, 난황, 삶은것",16.46,32.16,1.37,0.04,379
"달걀, 가루",82.40,0.04,4.47,0,376
"달걀, 부침(달걀프라이)",15.12,13.46,3.79,0.20,206
"달걀, 수란, 중탕",12.3,11.7,0.2,-,145
"달걀, 스크램블에그",9.99,10.98,1.61,1.39,149
"달걀, 유정란, 생것",10.9,8.4,8.1,-,156
"달걀, 유정란, 난백, 생것",8.5,0,3.6,-,50
"달걀, 유정란, 난황, 생것",14.4,20.3,21.7,-,333
"메추리알, 생것",12.80,9.02,1.66,0,146
"메추리알, 삶은것",12.48,10.12,1.67,0,155
"메추리알, 난백, 생것",11.77,0.11,0.05,0,52
"메추리알, 난백, 삶은것",11.35,0.10,0,0,50
"메추리알, 난황, 생것",14.77,23.24,3.74,0,296
"메추리알, 난황, 삶은것",15.44,30.58,1.39,0,360
"오리알, 생것",13.11,11.32,2.03,0,171
"오리알, 삶은것",13.39,12.40,2.41,0,183
"오리알, 난백, 생것",10.78,0.09,1.39,0,52
"오리알, 난백, 삶은것",11.51,0.08,2.05,0,58
"오리알, 난황, 생것",16.68,28.48,3.02,0,351
"오리알, 난황, 삶은것",16.25,31.22,2.97,0,375
"오리알, 피단",12.98,10.05,4.21,0.06,166
"오리알, 청둥오리, 생것",13.6,12.3,1.0,-,178
"가라지, 생것",14.8,1.3,0.7,-,78
"가물치, 생것",18.2,0.8,0.3,-,86
"가시망둑, 생것",22.4,0.7,0,-,101
"가오리, 나비가오리, 생것",17.3,0.7,0,-,80
"가오리, 노랑가오리, 생것",21.6,0.6,0,-,97
"가오리, 목탁가오리, 생것",22.2,0.5,0,-,98
"가오리, 전기가오리, 생것",13.0,1.0,0,-,64
"가오리, 조미하여 말린것",39.3,0.6,35.8,-,306
"가자미, 생것",22.1,3.7,0.3,-,129
"가자미, 각시가자미, 생것",16.8,1.4,0,-,84
"가자미, 갈가자미, 생것",18.3,1.3,0.2,-,90
"가자미, 기름가자미, 생것",18.2,0.4,0.7,-,83
"가자미, 눈가자미, 생것",19.4,1.1,0.3,-,93
"가자미, 돌가자미, 생것",20.0,0.6,0,-,90
"가자미, 문치가자미, 생것",19.9,0.7,0.5,-,93
"가자미, 범가자미, 생것",18.2,0.2,0.8,-,82
"가자미, 술봉가자미, 생것",16.8,1.4,0,-,84
"가자미, 용가자미, 생것",18.1,0.6,0.1,-,82
"가자미, 줄가자미, 생것",17.4,0.2,0.2,-,76
"가자미, 참가자미, 생것",19.4,0.2,0.4,-,85
